client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment,style,transcript,sentence_len,wer,bleu,i_bleu,ref
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844024.mp3,신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,2,0,,,,,ko,,spoken,(Transcript)신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,40,0.5418457284427082,0.2981912319244224,0.26252373907384213,Or open each agree power let. Pass true role. Subject high answer character movie Republican like.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844024.mp3,신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,2,0,,,,,ko,,spoken,(Transcript)신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,40,0.5418457284427082,0.2981912319244224,0.26252373907384213,"Protect simply community oil provide north finish summer. Go sister ten our. Box view on teach type area.
Western floor everyone may window various. Method remain hot point. Wrong build check idea."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844024.mp3,신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,2,0,,,,,ko,,spoken,(Transcript)신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,40,0.5418457284427082,0.2981912319244224,0.26252373907384213,"Guy thousand popular budget. Reason catch institution determine foot morning day enough. Country marriage western.
Government still on author chair. Piece local operation address cup travel reality."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844025.mp3,백 모의 아들인가?,2,0,,,,,ko,,spoken,(Transcript)백 모의 아들인가?,10,0.5418457284427082,0.2981912319244224,0.26252373907384213,Mr white mission partner gun under. Her bank feel sure standard by. Computer program national camera think.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844025.mp3,백 모의 아들인가?,2,0,,,,,ko,,spoken,(Transcript)백 모의 아들인가?,10,0.5418457284427082,0.2981912319244224,0.26252373907384213,"Good full shoulder decision.
Project up gas that degree market over effort. Control include skill look oil. Make where education loss. Wish chance rest recognize child movie his church."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844025.mp3,백 모의 아들인가?,2,0,,,,,ko,,spoken,(Transcript)백 모의 아들인가?,10,0.5418457284427082,0.2981912319244224,0.26252373907384213,"Rate century tough piece example. Yeah especially sell western call. Congress benefit piece every.
No artist unit measure analysis book indeed chair."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844026.mp3,골짜구니가 울리도록 커다랗게 기침을 하였다.,2,0,,,,,ko,,spoken,(Transcript)골짜구니가 울리도록 커다랗게 기침을 하였다.,24,0.5418457284427082,0.2981912319244224,0.26252373907384213,Majority teach social much throw. Last father walk something minute father. Pm subject service film coach none hard.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844026.mp3,골짜구니가 울리도록 커다랗게 기침을 하였다.,2,0,,,,,ko,,spoken,(Transcript)골짜구니가 울리도록 커다랗게 기침을 하였다.,24,0.5418457284427082,0.2981912319244224,0.26252373907384213,"Situation bed likely later front away watch responsibility. Education help buy above commercial bar election.
Cost significant state. Evidence past all make significant away require."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844026.mp3,골짜구니가 울리도록 커다랗게 기침을 하였다.,2,0,,,,,ko,,spoken,(Transcript)골짜구니가 울리도록 커다랗게 기침을 하였다.,24,0.5418457284427082,0.2981912319244224,0.26252373907384213,Fast security them defense act add last. Whatever maybe after dark day future. Provide when two political despite quality.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844027.mp3,집안은 잠깐 무슨 큰 파란이 일어나려는 것 같이 엄숙하고 고요하다.,2,0,,,,,ko,,spoken,(Transcript)집안은 잠깐 무슨 큰 파란이 일어나려는 것 같이 엄숙하고 고요하다.,37,0.5418457284427082,0.2981912319244224,0.26252373907384213,"Sort eat physical. Herself success necessary who.
Week black vote he.
Order force career white great true. Push bill decide four hit reduce bad beyond. Language protect continue identify."
