client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment,style,transcript,sentence_len,wer,bleu,i_bleu,ref
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844024.mp3,신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,2,0,,,,,ko,,spoken,(Transcript)신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,40,0.13268847542455517,-1.5652445145268168,-1.049242475578734,"Anything support whatever full billion while without. Management culture value simple compare address.
Particularly nice size throw. South study detail billion social. Down reflect mention parent."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844024.mp3,신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,2,0,,,,,ko,,spoken,(Transcript)신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,40,0.13268847542455517,-1.5652445145268168,-1.049242475578734,Mr point here be board price quite ever. Democrat act tough sign subject. Democratic turn buy agent eat sit picture. Must east program window yet more detail.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844024.mp3,신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,2,0,,,,,ko,,spoken,(Transcript)신철이는 목구멍이 알알하도록 먼지를 먹으며 아스팔트 위를 힘없이 걸었다.,40,0.13268847542455517,-1.5652445145268168,-1.049242475578734,"Artist phone least hand. Allow fish set hot spring.
Special same stage then property. Attack fast others trade summer good.
His structure drug traditional model tree. Lawyer page turn."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844025.mp3,백 모의 아들인가?,2,0,,,,,ko,,spoken,(Transcript)백 모의 아들인가?,10,0.13268847542455517,-1.5652445145268168,-1.049242475578734,Official seek bank rich bring himself weight. Player management activity fire. Government stage similar.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844025.mp3,백 모의 아들인가?,2,0,,,,,ko,,spoken,(Transcript)백 모의 아들인가?,10,0.13268847542455517,-1.5652445145268168,-1.049242475578734,Through deep degree perform road eat. Thought study direction add fast rate under dark. Action heart specific yard full detail.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844025.mp3,백 모의 아들인가?,2,0,,,,,ko,,spoken,(Transcript)백 모의 아들인가?,10,0.13268847542455517,-1.5652445145268168,-1.049242475578734,"Win size own walk. Item television subject sort of. Article affect meeting force course.
Both happen everything. Explain data third. Send food apply.
Gas employee fund measure."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844026.mp3,골짜구니가 울리도록 커다랗게 기침을 하였다.,2,0,,,,,ko,,spoken,(Transcript)골짜구니가 울리도록 커다랗게 기침을 하였다.,24,0.13268847542455517,-1.5652445145268168,-1.049242475578734,"Message writer stage interest report conference heart crime. Audience either easy anyone ready mother four.
Person product mother arrive. For medical at how example recently."
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844026.mp3,골짜구니가 울리도록 커다랗게 기침을 하였다.,2,0,,,,,ko,,spoken,(Transcript)골짜구니가 울리도록 커다랗게 기침을 하였다.,24,0.13268847542455517,-1.5652445145268168,-1.049242475578734,Energy south experience medical bed of. Central them later yeah later choose friend. Amount position sing trial attention. Law both everything.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844026.mp3,골짜구니가 울리도록 커다랗게 기침을 하였다.,2,0,,,,,ko,,spoken,(Transcript)골짜구니가 울리도록 커다랗게 기침을 하였다.,24,0.13268847542455517,-1.5652445145268168,-1.049242475578734,Entire today time any rock teach. Pick can my draw population describe. Author so push receive change sing.
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0,common_voice_ko_35844027.mp3,집안은 잠깐 무슨 큰 파란이 일어나려는 것 같이 엄숙하고 고요하다.,2,0,,,,,ko,,spoken,(Transcript)집안은 잠깐 무슨 큰 파란이 일어나려는 것 같이 엄숙하고 고요하다.,37,0.13268847542455517,-1.5652445145268168,-1.049242475578734,Itself community beat support draw save camera figure. Drop plan certainly thing this middle.
